,song,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
156,Tomorrow Never Knows - Remastered,The Beatles,spotify:track:0agoaPIy92gPZ6zRhqXarE,0.38,0.829,-6.105,0.0405,8.4e-05,0.00208,0.342,0.0534,125.887
157,This Land is Your Land,Woody Guthrie,spotify:track:7CNaYAdLyi86kofGafReiT,0.497,0.0919,-15.685,0.0704,0.968,0.00214,0.133,0.548,206.431
158,"Oh, Pretty Woman",Various Artists,spotify:track:1hzJNnXtVKQ6BVyfDFSk1R,0.693,0.488,-14.338,0.0346,0.404,4.72e-06,0.0985,0.97,125.34
159,Jailhouse Rock,Elvis Presley,spotify:track:0PiZTZafJR0LtG3g19BUze,0.654,0.619,-8.562,0.0818,0.431,1.08e-06,0.0608,0.9,166.841
160,Empire State Of Mind [Jay-Z + Alicia Keys],JAY-Z,spotify:track:69yVxyuRahEzs2taFMVVoO,0.495,0.933,-3.977,0.395,0.0294,0.0,0.503,0.815,173.414
161,I Bet You Look Good On The Dancefloor,Arctic Monkeys,spotify:track:0S7zL7ae0KpOSPKeFQpHo8,0.535,0.948,-4.19,0.0356,0.00225,0.0,0.376,0.778,103.183
162,Like a Virgin,Madonna,spotify:track:1ZPlNanZsJSPK5h9YZZFbZ,0.771,0.655,-10.842,0.0372,0.152,0.00197,0.0685,0.97,119.747
163,Into the Groove,Madonna,spotify:track:2m0M7YqCy4lXfedh18qd8N,0.729,0.856,-4.164,0.035,0.0658,0.00832,0.0691,0.804,116.467
164,Let It Happen,Tame Impala,spotify:track:2X485T9Z5Ly0xyaghN73ed,0.602,0.881,-5.875,0.0443,0.00462,0.0266,0.111,0.577,125.012
165,Cranes in the Sky,Solange,spotify:track:48EjSdYh8wz2gBxxqzrsLe,0.719,0.615,-5.972,0.045,0.408,0.000147,0.235,0.465,96.988
166,Song 2 - 2012 Remaster,Blur,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,0.674,0.789,-6.903,0.0676,0.00178,0.00708,0.0753,0.918,129.802
167,Purple Rain,Prince,spotify:track:78tohUCFtANyQCWrbGgHMH,0.371,0.532,-8.736,0.0315,0.0527,0.00591,0.677,0.183,112.923
168,Wuthering Heights,Kate Bush,spotify:track:5YSI1311X8t31PBjkBG4CZ,0.481,0.392,-11.381,0.0312,0.366,0.0452,0.124,0.52,124.572
169,Born In The U.S.A.,Bruce Springsteen,spotify:track:310epXrlbXmfGcD1qSdgVV,0.397,0.861,-12.156,0.0569,0.00201,2.49e-05,0.35,0.512,121.856
170,Kids,MGMT,spotify:track:1jJci4qxiYcOHhQR247rEU,0.451,0.931,-3.871,0.0719,0.00076,0.0049,0.361,0.172,122.961
171,"Nuthin' But A ""G"" Thang",Dr. Dre,spotify:track:4YtoipFgf4k0AfD17ZfD5X,0.801,0.699,-8.18,0.279,0.00575,0.0,0.146,0.655,94.605
172,Peggy Sue - Single Version,Buddy Holly,spotify:track:3iJWxZYv5FNcfGcOdgbq2P,0.659,0.515,-7.912,0.0296,0.818,0.0,0.179,0.602,149.126
173,White Rabbit,Jefferson Airplane,spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,0.551,0.293,-12.503,0.0272,0.486,0.000273,0.0864,0.322,106.798
174,Kiss,Prince,spotify:track:62LJFaYihsdVrrkgUOJC05,0.898,0.271,-12.238,0.091,0.0135,0.00138,0.0461,0.742,111.485
175,Sunday Bloody Sunday,U2,spotify:track:7HywFD7N4q5LsLCs3gYQHQ,0.543,0.936,-8.85,0.0505,0.378,0.000662,0.0446,0.752,101.678
176,Psycho Killer - 2005 Remaster,Talking Heads,spotify:track:1i6N76fftMZhijOzFQ5ZtL,0.721,0.521,-8.123,0.0613,0.0708,0.00545,0.127,0.942,123.118
177,Tainted Love,Soft Cell,spotify:track:0cGG2EouYCEEC3xfa0tDFV,0.5,0.501,-8.284,0.0376,0.462,0.0,0.26,0.623,144.438
178,Little Red Corvette,Prince,spotify:track:4iozhXt27eMl39W5z7R8H6,0.748,0.746,-9.721,0.111,0.281,3.31e-05,0.632,0.709,123.144
179,Family Affair - Single Version,Sly & The Family Stone,spotify:track:2GVEs1sn5Q1jB1976vQoAX,0.819,0.605,-13.83,0.132,0.669,0.0163,0.199,0.797,108.892
180,Can't Get You out of My Head,Kylie Minogue,spotify:track:7MoKXLQeI0Bh2QodCjDO4K,0.766,0.563,-7.516,0.0339,0.0263,0.683,0.115,0.964,126.007
181,Honky Tonk Women - Mono Version,The Rolling Stones,spotify:track:7y0ZB9dSu73TQOnr44j5l2,0.558,0.71,-8.521,0.0621,0.435,0.0144,0.0838,0.963,120.435
182,Your Best American Girl,Mitski,spotify:track:172rW45GEnGoJUuWfm1drt,0.36,0.257,-9.655,0.0315,0.0159,0.00512,0.226,0.13,76.972
183,Autobahn - 2009 Remaster,Kraftwerk,spotify:track:31uidLEHAcF8Cw1cX1VCS8,0.333,0.497,-15.606,0.0366,0.105,0.872,0.129,0.113,81.681
184,My Girls,Animal Collective,spotify:track:0CuLJepOW0kzYtYekz6MIu,0.511,0.95,-6.057,0.0811,0.246,0.0514,0.902,0.537,119.973
185,Eleanor Rigby - Remastered,The Beatles,spotify:track:77f3aNeabAbOaSB32Sd5QE,0.581,0.28,-9.091,0.0381,0.936,1.56e-05,0.305,0.813,137.831
186,Get It On,T. Rex,spotify:track:587BJ6M8X7OjS9YWtm26fU,0.73,0.867,-6.818,0.0601,0.187,0.759,0.222,0.903,126.431
187,There She Goes,The La's,spotify:track:4c6vZqYHFur11FbWATIJ9P,0.533,0.761,-10.632,0.0298,0.013,0.829,0.207,0.917,122.777
188,Help! - Remastered,The Beatles,spotify:track:5ou2BiQ9FxIYkxsYvYHpAT,0.534,0.725,-7.576,0.0332,0.188,0.0,0.0994,0.763,95.003
189,House Of Jealous Lovers,The Rapture,spotify:track:2XkxuIBdRY85ZbtRKVlGWq,0.729,0.761,-4.277,0.0354,0.000333,0.368,0.308,0.763,130.007
190,Last Nite,The Strokes,spotify:track:7kzKAuUzOITUauHAhoMoxA,0.624,0.91,-5.703,0.0297,0.0285,0.000198,0.0789,0.767,104.042
191,Le Freak,CHIC,spotify:track:28NBmftocOzTPEb6OYA9fW,0.867,0.746,-7.445,0.0475,0.0453,0.0,0.123,0.933,118.616
192,Won't Get Fooled Again - Original Album Version,The Who,spotify:track:7iLGljK0LNpGamQQEOuCRC,0.686,0.92,-6.231,0.0566,0.301,0.27,0.0807,0.225,135.027
193,In My Life - Remastered,The Beatles,spotify:track:5QqdvVeYLL1xvZ1ndUjxnO,0.688,0.435,-11.359,0.0323,0.449,0.0,0.113,0.435,103.239
194,Hurt,Johnny Cash,spotify:track:1med9ijNdCwxnyS8vBpfhR,0.536,0.4,-7.717,0.0263,0.666,0.000906,0.0841,0.146,90.32
195,Ms. Jackson,Outkast,spotify:track:0I3q5fE6wg7LIfHGngUTnV,0.843,0.806,-5.946,0.269,0.143,0.0,0.0771,0.613,94.948
196,Walk on By,Dionne Warwick,spotify:track:4FWBg11d45wVswR21jDz4l,0.687,0.454,-6.273,0.0298,0.896,4.98e-05,0.0796,0.623,98.967
197,Folsom Prison Blues,Johnny Cash,spotify:track:6bXsnQ8laHa6cVK1JO9dmg,0.726,0.463,-11.702,0.0269,0.716,6.19e-05,0.0909,0.846,99.998
198,Sign 'O' the Times - Single Version,Prince,spotify:track:5lHWWhuRtSBKfH2xS6YAUD,0.825,0.393,-10.875,0.0771,0.039,0.000905,0.0609,0.62,98.94
199,bad guy,Billie Eilish,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,-10.965,0.375,0.328,0.13,0.1,0.562,135.128
200,Teenage Kicks,The Undertones,spotify:track:0D82ptaLlMYUOZ0XzggIDt,0.41,0.737,-8.07,0.0426,0.000685,0.0,0.197,0.555,134.991
201,This Is America,Childish Gambino,spotify:track:0b9oOr2ZgvyQu88wzixux9,0.854,0.463,-6.159,0.137,0.117,0.0,0.354,0.549,120.024
202,Blowin' in the Wind,Bob Dylan,spotify:track:18GiV1BaXzPVYpp9rmOg0E,0.38,0.0993,-20.567,0.0509,0.914,2.32e-05,0.0605,0.44,174.874
203,I Walk The Line - Single Version,Various Artists,spotify:track:7kIDzcFzCSaPLOi4ZMt2Bx,0.863,0.382,-14.34,0.0464,0.777,0.00103,0.109,0.744,105.766
204,Brown Eyed Girl,Van Morrison,spotify:track:4B2jOTUZBnlrjLHK1ertFR,0.496,0.586,-10.991,0.0353,0.182,0.0,0.332,0.899,148.882
205,Blueberry Hill,Fats Domino,spotify:track:5A6A0md0TDTXHyJK8IQaUy,0.534,0.435,-9.801,0.0272,0.513,0.0,0.0983,0.712,136.895
206,Planet Rock,Afrika Bambaataa,spotify:track:5ZSDLOVEhZlvqcI6ELAT44,0.915,0.807,-9.636,0.13,0.011,0.000122,0.201,0.708,127.35
207,Crazy,Various Artists,spotify:track:5wlbrXx1qY5WM5HAwCSgto,0.57,0.129,-15.559,0.033,0.897,0.0,0.0766,0.346,70.062
208,Bo Diddley,Bo Diddley,spotify:track:1R6k1skdwW1h6pMiO7Vs28,0.807,0.874,-5.808,0.0487,0.165,0.0,0.334,0.617,105.677
209,Subterranean Homesick Blues,Bob Dylan,spotify:track:6k9DUKMJpWvu6eFG3O64Lg,0.576,0.727,-9.973,0.05,0.702,0.0,0.324,0.751,173.854
210,Mr. Brightside,The Killers,spotify:track:0eGsygTp906u18L0Oimnem,0.351,0.928,-3.71,0.0759,0.00113,0.0,0.0988,0.239,148.03
211,People Get Ready - Single Version,Curtis Mayfield,spotify:track:1MlXd4giftxXZgeMItb3PQ,0.423,0.227,-15.978,0.0414,0.486,0.000242,0.246,0.37,143.346
212,Virginia Plain,Roxy Music,spotify:track:5ZgNecJcN9SSopnmCTlpXs,0.588,0.708,-7.823,0.0351,0.445,3.94e-05,0.293,0.579,131.197
213,Runaway,Various Artists,spotify:track:0uxu2GzsOMGNZ7C1ul84Mf,0.527,0.791,-1.869,0.035,0.682,8.63e-06,0.129,0.847,150.04
214,Baba O'Riley,The Who,spotify:track:2KmEgiY8fQs0G6WNxtzQKr,0.489,0.724,-8.367,0.0352,0.313,0.185,0.287,0.15,117.292
215,Go Your Own Way,Fleetwood Mac,spotify:track:0FeCO85RKW8fDRytwXof2x,0.597,0.812,-12.062,0.0315,0.0219,0.00106,0.102,0.823,135.68
216,Two Weeks,FKA twigs,spotify:track:2UYJqglnOMTvRcqQLNcjjf,0.48,0.717,-6.663,0.23,0.0625,0.000685,0.0814,0.335,109.756
217,(White Man) In Hammersmith Palais,The Clash,spotify:track:2yqO0jNSklB5IWbW38IMGF,0.654,0.753,-5.323,0.0441,0.237,2.81e-06,0.0491,0.757,102.743
218,(Don't Fear) The Reaper,Blue Öyster Cult,spotify:track:5oI1A8G8jH5rxt35dPiHIB,0.368,0.928,-8.369,0.0593,0.00125,0.00111,0.301,0.532,141.175
219,Penny Lane - Remastered,The Beatles,spotify:track:5RStjc42UAYI2NMY3cYpgz,0.651,0.488,-8.22,0.0316,0.212,0.026,0.136,0.49,113.038
220,Smoke On the Water,Deep Purple,spotify:track:6EjVUVKA4VmQuVJCzlS7yN,0.598,0.676,-9.211,0.0279,0.13,0.225,0.112,0.805,114.169
221,Toxic,Britney Spears,spotify:track:4VWvhAyaJ86K2Bq4YZwIVu,0.778,0.845,-3.958,0.117,0.0253,0.0215,0.227,0.918,143.025
222,Roadrunner (Twice),The Modern Lovers,spotify:track:5DjzZyOpbVhryv3r59T43w,0.462,0.831,-6.548,0.0355,5.34e-05,6.97e-05,0.125,0.863,75.541
223,Don't You Want Me,The Human League,spotify:track:3L7RtEcu1Hw3OXrpnthngx,0.731,0.738,-8.125,0.0377,0.184,0.0,0.214,0.958,117.656
224,Bad Girls,M.I.A.,spotify:track:5G6aQWH215hCxdhfCqI7XB,0.635,0.935,-2.157,0.0867,0.00625,0.0,0.0901,0.347,143.432
225,Changes - 1999 Remastered Version,David Bowie,spotify:track:1UBilOBSTjHxFBpsHNfykQ,0.537,0.355,-11.241,0.0363,0.357,0.0,0.132,0.39,113.994
226,Don't Stop 'Til You Get Enough,Michael Jackson,spotify:track:46eu3SBuFCXWsPT39Yg3tJ,0.878,0.821,-9.875,0.089,0.126,0.0461,0.183,0.947,118.881
227,Let It Be - Remastered,The Beatles,spotify:track:5V1AHQugSTASVez5ffJtFo,0.443,0.403,-8.339,0.0322,0.631,0.0,0.111,0.41,143.462
228,Don't Be Cruel,Elvis Presley,spotify:track:1NcPWpEiIKiTxc4kbURkSx,0.717,0.564,-11.696,0.14,0.85,4.04e-05,0.103,0.884,84.538
229,Papa Was A Rollin' Stone - Single Version,Various Artists,spotify:track:5qf5RkyeFIwPdHrftXnOLq,0.754,0.592,-8.808,0.0683,0.613,0.0153,0.0675,0.835,120.283
230,Rolling in the Deep,Adele,spotify:track:1eq1wUnLVLg4pdEfx9kajC,0.73,0.77,-5.114,0.0298,0.138,0.0,0.0473,0.507,104.948
231,Living For The City,Stevie Wonder,spotify:track:1nh8sw0ZDlNbjXTGutpxwl,0.589,0.585,-9.958,0.076,0.0915,0.0,0.291,0.455,99.298
232,Gloria (feat. Van Morrison) - Mono Version,Them,spotify:track:2aH5Pqq1F0sqZN1NFmWNvL,0.621,0.939,-6.761,0.0817,0.22,0.014,0.185,0.595,128.434
233,Try A Little Tenderness,Various Artists,spotify:track:50W9PJjr1Euo9FFoqw90eL,0.569,0.126,-16.028,0.0537,0.177,3.54e-05,0.478,0.066,103.073
234,I Wanna Be Your Dog,The Stooges,spotify:track:672N8DGGTOLCOgWe0koX5g,0.527,0.871,-8.708,0.0354,0.0229,0.155,0.419,0.107,120.722
235,1979,The Smashing Pumpkins,spotify:track:5KRRcT67VNIZUygEbMoIC1,0.768,0.744,-11.267,0.0338,0.0218,0.712,0.063,0.963,127.036
236,The Girl From Ipanema,Stan Getz,spotify:track:7DjbiNCiaIjGcJcld2hZVM,0.687,0.113,-19.521,0.0455,0.861,0.000219,0.0926,0.488,130.37
237,You Send Me,Sam Cooke,spotify:track:3usoO0yngLKFyGqm7BF9Nm,0.557,0.304,-10.259,0.0305,0.884,0.0,0.161,0.493,96.517
238,Wild Thing,Various Artists,spotify:track:2VGv9RV5POeCU3UlehM2sX,0.446,0.92,-4.228,0.183,0.754,0.0514,0.239,0.656,203.034
239,Ziggy Stardust - 2012 Remastered Version,David Bowie,spotify:track:2h9h3uJyRAb54OyrQK33lA,0.498,0.593,-11.72,0.0985,0.0476,3.42e-06,0.332,0.466,79.47
240,In the Midnight Hour,Wilson Pickett,spotify:track:4NRQwaks9r58tTDvr4iEyv,0.75,0.444,-8.63,0.0403,0.12,3.69e-06,0.118,0.849,111.919
241,Wichita Lineman - Remastered 2001,Glen Campbell,spotify:track:6V9VCm1zOY2lGR80RehJ9i,0.192,0.392,-11.667,0.0328,0.326,0.000199,0.248,0.391,172.312
242,I Got You (I Feel Good),Various Artists,spotify:track:4ZrbWwFHHjPoe7cfUBJ9WQ,0.598,0.531,-7.484,0.0954,0.331,1.51e-06,0.0938,0.696,70.469
243,Idioteque,Radiohead,spotify:track:0XFZeItaZHlOOYgWSdh8O7,0.615,0.931,-7.8,0.24,0.0352,2.37e-05,0.0914,0.53,137.544
244,Sunshine Of Your Love,Cream,spotify:track:2BcvvHttiZRvguFM4hR398,0.684,0.482,-12.59,0.0384,0.475,7.32e-05,0.118,0.785,115.066
245,Search and Destroy - Iggy Pop Mix,The Stooges,spotify:track:00sydAz6PeOxYzwG1dRIPi,0.235,0.977,0.878,0.107,0.00353,0.00604,0.172,0.241,152.952
246,While My Guitar Gently Weeps - Remastered,The Beatles,spotify:track:4J4gApJKSC0himDViFotdy,0.453,0.654,-8.855,0.0317,0.0205,0.00395,0.172,0.702,115.0
247,Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,Buzzcocks,spotify:track:0bHm2wFL0m7qZIlhO7PQu5,0.266,0.831,-9.07,0.0453,0.000862,0.0,0.0555,0.778,175.514
248,The Times They Are A-Changin',Bob Dylan,spotify:track:52vA3CYKZqZVdQnzRrdZt6,0.389,0.396,-7.999,0.0332,0.887,0.0,0.0828,0.585,171.86
249,With Or Without You - Remastered,U2,spotify:track:4kAJawkLZj4Q7N5521ofP6,0.538,0.432,-11.882,0.0295,0.000185,0.309,0.139,0.116,110.181
250,Mystery Train,Elvis Presley,spotify:track:5VusAmJBDjPRDqlIIWYsjT,0.697,0.381,-16.694,0.035,0.304,0.00185,0.133,0.693,120.387
251,Leader Of The Pack,Various Artists,spotify:track:3Vropzr1tjjl5gy1McuEVI,0.378,0.617,-6.15,0.106,0.835,1.9e-06,0.149,0.324,130.65
252,Let's Get It On,Marvin Gaye,spotify:track:2GQL4zozIA137E0XHWFUXZ,0.546,0.595,-10.663,0.048,0.0358,1.03e-06,0.0721,0.584,168.354
253,La Bamba,Ritchie Valens,spotify:track:45tvwstsyedocpZiWWPUvO,0.57,0.815,-5.468,0.0445,0.653,0.00124,0.386,0.91,73.786
254,Dance Yrself Clean,LCD Soundsystem,spotify:track:2cmRpmO04TLaKPzmAzySYZ,0.739,0.611,-9.829,0.0622,0.00557,0.725,0.04,0.794,98.004
255,Relax,Frankie Goes To Hollywood,spotify:track:1K3RzyzlBhMzOZtR0yepeb,0.677,0.83,-8.147,0.0389,0.295,1.04e-05,0.0295,0.705,114.921
256,The Model - 2009 Remaster,Kraftwerk,spotify:track:1FL9DHDSED6lxNMDJUJQvB,0.708,0.683,-7.768,0.0344,0.00122,0.643,0.121,0.463,123.602
257,Rebellion (Lies),Arcade Fire,spotify:track:697LWfA49GjDHL7utykini,0.4,0.934,-5.696,0.0344,0.00787,0.513,0.338,0.731,127.09
258,Don't Worry Baby (Mono) - Remastered,The Beach Boys,spotify:track:3ES1OsBlHwGiHdyKN04DcN,0.54,0.413,-8.234,0.029,0.0337,7.91e-06,0.122,0.788,121.125
259,Debaser,Pixies,spotify:track:3FzKPS0oVknVlCW3PhxIHl,0.487,0.885,-12.005,0.0427,0.000397,0.347,0.0973,0.579,135.516
260,Sweet Jane,The Velvet Underground,spotify:track:4ZmeD4yW8Ph8aJFpMZXrXA,0.625,0.564,-8.894,0.0273,0.0205,0.0,0.331,0.94,105.22
261,Why Do Fools Fall In Love,Frankie Lymon & The Teenagers,spotify:track:2BZHNcD8DyQ48Uul1THQkC,0.4,0.61,-5.741,0.109,0.44,0.000269,0.0914,0.824,173.506
262,Running Up That Hill (A Deal With God),Kate Bush,spotify:track:75FEaRjZTKLhTrFGsfMUXR,0.629,0.547,-13.123,0.055,0.72,0.00314,0.0604,0.197,108.375
263,Beat It,Michael Jackson,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,0.779,0.867,-3.704,0.0457,0.0491,7.98e-06,0.197,0.915,138.858
264,Wish You Were Here - 2011 Remastered Version,Pink Floyd,spotify:track:1wHSxWBfPr3GO31y8KGrWe,0.481,0.262,-15.73,0.0414,0.735,0.0114,0.832,0.375,122.883
265,Sabotage - 2009 Digital Remaster,Beastie Boys,spotify:track:7zLZFcyX6jN6YX7KFRzZf3,0.32,0.943,-5.789,0.126,0.00497,0.192,0.0984,0.49,166.524
266,Alone Again Or,Love,spotify:track:6hXHOrhKW9dgQt35Mc5dCb,0.307,0.379,-11.8,0.031,0.684,0.000577,0.113,0.184,173.728
267,One More Time,Daft Punk,spotify:track:0DiWol3AO6WpXZgp0goxAV,0.613,0.697,-8.618,0.133,0.0194,0.0,0.332,0.476,122.746
268,Green Light,Lorde,spotify:track:3I4QOvltiKcMu3xmnQjEct,0.594,0.721,-7.812,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942
269,Over And Over,Hot Chip,spotify:track:6m5D7zGVbzAxceDXQTsRSX,0.774,0.794,-4.446,0.0358,0.00824,0.00317,0.08,0.724,120.002
270,All the Young Dudes,Mott The Hoople,spotify:track:0WNGPpmWqzPnk0psUhJ3SX,0.429,0.668,-7.539,0.044,0.208,0.0,0.538,0.398,77.737
271,The Boys Are Back In Town,Thin Lizzy,spotify:track:2iAq1y8jEVOQM6OA8L0XtO,0.319,0.712,-9.742,0.0535,0.242,0.000414,0.294,0.773,78.114
272,Lose Yourself - Soundtrack Version,Eminem,spotify:track:0j5X6DrzkgY64Mm8NQp5mi,0.69,0.747,-4.583,0.264,0.0094,0.000709,0.355,0.0701,171.367
273,212,Azealia Banks,spotify:track:4vk4WOyNox2MUod49fylnM,0.83,0.768,-5.564,0.264,0.0117,0.00017,0.0743,0.631,125.972
274,Firestarter,The Prodigy,spotify:track:0QwzCPyTv6UnzjAhZZ0CkB,0.532,0.948,-5.153,0.0818,0.00325,0.449,0.14,0.376,141.513
275,Kick Out the Jams,MC5,spotify:track:1cLfXnBwTFuRngRZfQeLof,0.316,0.921,-3.491,0.0708,0.00407,0.0,0.37,0.723,145.559
276,See Emily Play - 2001 Remastered Version,Pink Floyd,spotify:track:0bNiomtzeEM7KHlxJtZI39,0.428,0.747,-7.726,0.0389,0.0612,2.9e-06,0.474,0.425,124.062
277,Two Weeks,Grizzly Bear,spotify:track:0iTpQYzJnYgh7kIxyq8A2O,0.537,0.712,-5.597,0.0286,0.289,0.00568,0.08,0.704,159.871
278,Girls & Boys - 2012 Remaster,Blur,spotify:track:2qrL1YF9aA865b6SKhLZ78,0.688,0.936,-6.658,0.0377,0.0138,0.0,0.068,0.924,120.135
279,Son Of A Preacher Man,Dusty Springfield,spotify:track:5TbLONSGZsR8cbhNEodCH6,0.562,0.443,-13.165,0.0524,0.197,0.0,0.115,0.735,90.279
280,Cannonball,The Breeders,spotify:track:11nv53N7ZnNTCgyl8yxvYd,0.506,0.761,-9.765,0.0404,0.00938,0.782,0.298,0.745,112.511
281,B.O.B. - Bombs Over Baghdad,Outkast,spotify:track:3WibbMr6canxRJXhNtAvLU,0.746,0.978,-5.324,0.0978,0.0555,4.11e-05,0.026,0.653,153.809
282,Thinkin Bout You,Frank Ocean,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,0.721,0.339,-11.195,0.0532,0.409,0.00153,0.0973,0.2,129.83
283,Many Rivers To Cross,Jimmy Cliff,spotify:track:40rAmSzxObSyGNWuo0vF0z,0.372,0.39,-9.618,0.0461,0.718,0.0414,0.132,0.163,140.218
284,Gold Digger,Kanye West,spotify:track:5XJJdNPkwmbUwE79gv0NxK,0.646,0.696,-5.572,0.342,0.0192,0.0,0.0762,0.625,92.88
285,Israelites,Desmond Dekker,spotify:track:6zho9FpcQLZUN7uiH9QpL7,0.805,0.472,-11.304,0.0481,0.0922,0.331,0.0808,0.975,146.933
286,Something - Remastered,The Beatles,spotify:track:7oSUp4yZ0FbuSvVmCxH2ty,0.396,0.338,-10.872,0.0304,0.198,2.62e-06,0.138,0.377,133.522
287,Ring Of Fire - Single Version,Johnny Cash,spotify:track:44l07lisS0RwjmZFN8eR9W,0.664,0.39,-11.766,0.0279,0.197,0.000327,0.401,0.625,104.57
288,Sexual Healing,Marvin Gaye,spotify:track:3VZmChrnVW8JK6ano4gSED,0.805,0.602,-9.7,0.0579,0.119,0.000122,0.0581,0.744,94.382
289,Cross Road Blues,Robert Johnson,spotify:track:1TrGdXSgiBm8W68D2K1COG,0.675,0.311,-11.959,0.0525,0.93,0.000261,0.102,0.638,97.159
290,Highway To Hell,AC/DC,spotify:track:2Ad9AoxEjqRScYJTPAElo0,0.575,0.927,-4.791,0.151,0.0644,0.00134,0.164,0.414,115.77
291,Born To Be Wild,Steppenwolf,spotify:track:63OFKbMaZSDZ4wtesuuq6f,0.438,0.71,-12.412,0.0919,0.262,0.537,0.221,0.53,145.928
292,Da Funk,Daft Punk,spotify:track:0MyY4WcN7DIfbSmp5yej5z,0.806,0.7,-5.269,0.0752,0.00196,0.891,0.267,0.892,111.215
293,Theme From Shaft,Isaac Hayes,spotify:track:7nPc4tfJCRvcxxt9Xz3ugx,0.484,0.439,-20.487,0.0514,0.0356,4.74e-06,0.163,0.618,120.778
294,Brass in Pocket,Pretenders,spotify:track:6YrHQ3Uv9YXK2gJNVTlT8P,0.766,0.655,-6.676,0.0324,0.721,0.0,0.243,0.815,97.771
295,"Shake, Rattle and Roll",Big Joe Turner,spotify:track:7aLoa1F3EoM8AeC6Ao1RKz,0.612,0.584,-6.296,0.0623,0.788,3.13e-06,0.193,0.845,154.704
296,(I'm Your) Hoochie Coochie Man,Muddy Waters,spotify:track:5PXeYIqbZg0vb2elR5zHrH,0.701,0.252,-15.636,0.128,0.829,0.0,0.0704,0.862,73.627
297,Jesus Walks,Kanye West,spotify:track:79ek2oolIYyGUO4aVK5IY2,0.637,0.834,-4.686,0.323,0.614,0.0,0.317,0.715,87.312
298,Suzanne,Leonard Cohen,spotify:track:50LqU2nhdE3fmWOuqOjpjz,0.402,0.102,-21.048,0.0401,0.938,0.000278,0.112,0.307,132.248
299,Bye Bye Love,The Everly Brothers,spotify:track:0xK34uEDBKa9ZzJ6kelLJE,0.547,0.523,-9.176,0.0572,0.724,0.0,0.103,0.89,169.598
300,Windowlicker,Aphex Twin,spotify:track:60Pe9j2pCBa4Zp4ztf5nhd,0.698,0.789,-4.936,0.163,0.132,0.0091,0.366,0.492,123.016
301,Heartbeats,The Knife,spotify:track:66e6O0B9GmSRNAnzB0Bm74,0.646,0.751,-4.876,0.032,0.0193,7.85e-05,0.113,0.447,87.979
302,School's Out,Alice Cooper,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,0.294,0.745,-9.138,0.0461,0.05,0.125,0.676,0.347,134.364
303,Stop! In The Name Of Love,Various Artists,spotify:track:7FqSO3lbsOEizrtammiZ8Y,0.588,0.689,-3.496,0.0293,0.744,0.0,0.111,0.492,115.907
304,La Vie en rose,Édith Piaf,spotify:track:3lAun9V0YdTlCSIEXPvfsY,0.371,0.278,-8.596,0.0303,0.981,0.0,0.272,0.338,82.331
305,Fell In Love With a Girl,The White Stripes,spotify:track:5MSKj7wpVQqSYsnEz1SaTr,0.213,0.977,-1.648,0.161,0.673,9.98e-05,0.849,0.356,90.403
306,Enter Sandman,Metallica,spotify:track:1hKdDCpiI9mqz1jVHRKG0E,0.579,0.824,-8.71,0.03,0.00206,0.00903,0.059,0.635,123.331
307,Je t'aime moi non plus,Serge Gainsbourg,spotify:track:59q2h8WrGT3khKexiAHWlk,0.458,0.52,-9.178,0.0291,0.0356,0.0216,0.204,0.524,82.448
308,Where Is My Mind?,Pixies,spotify:track:6mcxQ1Y3uQRU0IHsvdNLH1,0.518,0.436,-14.134,0.0349,0.0157,0.000621,0.079,0.27,80.88
309,96 Tears,? & The Mysterians,spotify:track:5C6ZxxJloQhJGC1EiRM7da,0.65,0.569,-5.962,0.034,0.0658,3.39e-05,0.0796,0.863,123.665
310,Stan,Eminem,spotify:track:2DmziJbL8yx0s4dCutrwTf,0.78,0.768,-4.325,0.238,0.0371,2.34e-06,0.518,0.507,80.063
311,Radio Free Europe,R.E.M.,spotify:track:6l6O0Q6pd1tc1DiE7GLy4u,0.366,0.863,-7.087,0.0502,0.00135,0.014,0.126,0.704,155.149
312,Bring The Noise,Public Enemy,spotify:track:2bKNjAVYsbJ35N2OXFfAxO,0.774,0.831,-12.226,0.249,0.0679,0.0,0.062,0.807,110.173
313,Ace Of Spades,Motörhead,spotify:track:47FyQCd3TYLrZ9TU6MPaWK,0.324,0.991,-4.465,0.197,0.00247,0.00895,0.104,0.195,140.245
314,Where Did Our Love Go - Stereo Version,The Supremes,spotify:track:6yz8hKpO3s2byra8Et3w9x,0.562,0.54,-7.875,0.0365,0.803,3.86e-06,0.106,0.793,134.676
315,Teen Age Riot,Sonic Youth,spotify:track:2tHCRnraE3HBGewTsaxhgh,0.236,0.969,-5.529,0.0485,0.00571,0.0955,0.0822,0.735,159.415
